model,loop,scale,dloc,concurrence
BBH,Cx,0.05,0.0004999999947916666,0.0004999956520655458
BBH,Cx,0.06,0.0005999999910000002,0.0005999982257354706
BBH,Cx,0.07,0.0006999999857083337,0.0006999705604680688
BBH,Cx,0.08,0.0007999999786666669,0.0007999656637668341
BBH,Cx,0.09,0.0008999999696250003,0.0008999784646216778
BBH,Cx,0.1,0.0009999999583333338,0.000999988519988778
BBH,Cx,0.11,0.0010999999445416677,0.0010999914068523613
BBH,Cx,0.12,0.0011999999280000008,0.0011999928122128536
BBH,Cx,0.13,0.001299999908458335,0.0012999956300601215
BBH,Cx,0.14,0.0013999998856666694,0.0013999995427808206
BBH,Cx,0.15,0.0014999998593750038,0.0014999994376265731
BBH,Cx,0.16,0.0015999998293333387,0.0015999973297562994
BBH,Cx,0.17,0.0016999997952916737,0.0016999975500662586
BBH,Cx,0.18,0.0017999997570000094,0.0017999536030978002
BBH,Cx,0.19,0.0018999997142083462,0.0018999952271801582
BBH,Cx,0.2,0.001999999666666683,0.001999957884345115
BBH,Cx,0.21,0.002099999614125021,0.0020999966260372032
BBH,Cx,0.22,0.0021999995563333594,0.0021999956618094997
BBH,Cx,0.23,0.002299999493041701,0.0022999958745875586
BBH,Cx,0.24,0.002399999424000041,0.0023999944048797794
BBH,Cx,0.25,0.0024999993489583836,0.0024999920495342885
BBH,Cx,0.26,0.0025999992676667286,0.0025999942710914375
BBH,Cx,0.27,0.0026999991798750747,0.002699971808670161
BBH,Cx,0.28,0.0027999990853334244,0.0027999912744703422
BBH,Cx,0.29,0.0028999989837917737,0.002899990659517038
BBH,Cx,0.3,0.0029999988750001264,0.0029999937494019327
BBH,Cx,0.31,0.0030999987587084824,0.003099966972873884
BBH,Cx,0.32,0.003199998634666841,0.0031999717404882872
BBH,Cx,0.33,0.003299998502625204,0.0032999885436746806
BBH,Cx,0.34,0.0033999983623335694,0.003399979069814438
BBH,Cx,0.35000000000000003,0.0034999982135419405,0.0034999928541810162
BBH,Cx,0.36,0.003599998056000315,0.003599972364554971
BBH,Cx,0.37,0.003699997889458694,0.003699970490228432
BBH,Cx,0.38,0.003799997713667079,0.003799987501692879
BBH,Cx,0.39,0.00389999752837547,0.00389997712162436
BBH,Cx,0.4,0.003999997333333866,0.003999959845716196
BBH,Cx,0.41000000000000003,0.00409999712829227,0.004099961678551374
BBH,Cx,0.42,0.004199996913000681,0.004199969655086128
BBH,Cx,0.43,0.0042999966872091,0.004299972800317122
BBH,Cx,0.44,0.004399996450667525,0.004399981218575377
BBH,Cx,0.45,0.004499996203125961,0.004499965971941248
BBH,Cx,0.46,0.0045999959443344075,0.004599972493353672
BBH,Cx,0.47000000000000003,0.004699995674042862,0.004699979324408255
BBH,Cx,0.48,0.004799995392001329,0.004799961750843034
BBH,Cx,0.49,0.004899995097959803,0.00489995992163899
BBH,Cx,0.5,0.004999994791668295,0.00499994710278963
BBH,Cx,0.51,0.005099994472876798,0.005099973351585498
BBH,Cx,0.52,0.005199994141335316,0.005199951798827862
BBH,Cx,0.53,0.005299993796793845,0.005299953443308891
BBH,Cx,0.54,0.005399993439002391,0.005399957004924144
BBH,Cx,0.55,0.005499993067710955,0.0054999512510568015
BBH,Cx,0.56,0.005599992682669535,0.005599969360965225
BBH,Cx,0.5700000000000001,0.005699992283628135,0.0056999691345928655
BBH,Cx,0.58,0.0057999918703367515,0.00579996748140056
BBH,Cx,0.59,0.0058999914425453895,0.00589996301054043
BBH,Cx,0.6,0.0059999910000040485,0.005999962066020232
BBH,Cx,0.61,0.006099990542462733,0.006099946592779411
BBH,Cx,0.62,0.006199990069671437,0.006199959564398852
BBH,Cx,0.63,0.006299989581380167,0.006299958325596305
BBH,Cx,0.64,0.006399989077338928,0.006399951897932485
BBH,Cx,0.65,0.0064999885572977105,0.006499931192874446
BBH,Cx,0.66,0.006599988021006524,0.006599950568707692
BBH,Cx,0.67,0.006699987468215366,0.006699933689834886
BBH,Cx,0.68,0.00679998689867424,0.00679994759479575
BBH,Cx,0.6900000000000001,0.006899986312133148,0.006899938820337123
BBH,Cx,0.7000000000000001,0.0069999857083420875,0.006999939344487619
BBH,Cx,0.71,0.007099985087051064,0.007099939844585679
BBH,Cx,0.72,0.007199984448010078,0.007199930307417962
BBH,Cx,0.73,0.007299983790969132,0.007299928333672066
BBH,Cx,0.74,0.007399983115678225,0.0073999297401456336
BBH,Cx,0.75,0.007499982421887358,0.007499929687715013
BBH,Cx,0.76,0.007599981709346539,0.007599919133657781
BBH,Cx,0.77,0.007699980977805762,0.007699903158512911
BBH,Cx,0.78,0.0077999802270150385,0.007799910331689337
BBH,Cx,0.79,0.00789997945672436,0.007899915585543787
BBH,Cx,0.8,0.007999978666683734,0.007999910863809244
BBH,Cx,0.81,0.008099977856643159,0.008099905806709603
BBH,Cx,0.8200000000000001,0.008199977026352645,0.008199894819739408
BBH,Cx,0.8300000000000001,0.008299976175562182,0.008299900370490259
BBH,Cx,0.84,0.008399975304021782,0.008399901216352569
BBH,Cx,0.85,0.008499974411481441,0.008499884276581509
BBH,Cx,0.86,0.008599973497691166,0.00859988329496893
BBH,Cx,0.87,0.008699972562400958,0.008699881191375209
BBH,Cx,0.88,0.008799971605360817,0.008799885340792186
BBH,Cx,0.89,0.00889997062632075,0.008899869301003354
BBH,Cx,0.9,0.008999969625030755,0.008999874149969826
BBH,Cx,0.91,0.009099968601240835,0.009099866264557575
BBH,Cx,0.92,0.009199967554700997,0.009199867419276047
BBH,Cx,0.93,0.009299966485161232,0.009299863938145718
BBH,Cx,0.9400000000000001,0.009399965392371559,0.009399853853484342
BBH,Cx,0.9500000000000001,0.009499964276081971,0.009499848975702918
BBH,Cx,0.96,0.009599963136042469,0.00959984993928586
BBH,Cx,0.97,0.009699961972003061,0.00969984014954327
BBH,Cx,0.98,0.009799960783713743,0.009799843135420282
BBH,Cx,0.99,0.009899959570924533,0.009899838284293219
BBH,Cx,1.0,0.009999958333385418,0.009999833334169712
BBH,Cy,0.0,0.0,1.4196960477961724e-20
BBH,Cy,0.01,7.999999997866666e-05,3.9613960454392535e-14
BBH,Cy,0.02,0.0001599999998293333,1.1844173406380111e-14
BBH,Cy,0.03,0.00023999999942399996,3.7595867996330956e-14
BBH,Cy,0.04,0.0003199999986346667,9.235498413449679e-14
BBH,Cy,0.05,0.00039999999733333344,1.0840842377006529e-13
BBH,Cy,0.06,0.00047999999539199994,7.953652793947534e-14
BBH,Cy,0.07,0.000559999992682667,5.539264382874676e-15
BBH,Cy,0.08,0.0006399999890773335,4.261328783315305e-14
BBH,Cy,0.09,0.000719999984448,5.4199461219914466e-14
BBH,Cy,0.1,0.0007999999786666668,4.2981942554848695e-14
BBH,Cy,0.11,0.0008799999716053336,3.720752214157145e-14
BBH,Cy,0.12,0.0009599999631360004,1.7277557225430415e-14
BBH,Cy,0.13,0.0010399999531306675,6.697212975290588e-15
BBH,Cy,0.14,0.0011199999414613347,1.8792029729242025e-14
BBH,Cy,0.15,0.001199999928000001,4.314122184392475e-14
BBH,Cy,0.16,0.0012799999126186683,1.642270377332617e-14
BBH,Cy,0.17,0.0013599998951893363,1.1260441996500105e-14
BBH,Cy,0.18,0.001439999875584003,5.40754093395825e-14
BBH,Cy,0.19,0.001519999853674671,2.3928575596646618e-14
BBH,Cy,0.2,0.0015999998293333385,2.346563201493871e-13
BBH,Cy,0.21,0.0016799998024320073,7.760539034883567e-14
BBH,Cy,0.22,0.0017599997728426756,1.2392361171277615e-13
BBH,Cy,0.23,0.0018399997404373444,2.281498769138418e-14
BBH,Cy,0.24,0.0019199997050880135,1.2407655467508274e-13
BBH,Cy,0.25,0.001999999666666683,2.827112234601637e-15
BBH,Cy,0.26,0.002079999625045354,9.421844160890651e-15
BBH,Cy,0.27,0.002159999580096024,1.482813518472472e-13
BBH,Cy,0.28,0.002239999531690697,6.405050071205628e-14
BBH,Cy,0.29,0.002319999479701368,2.2057015026915177e-13
BBH,Cy,0.3,0.0023999994240000416,2.6201011281824754e-14
BBH,Cy,0.31,0.002479999364458716,7.39686144192825e-15
BBH,Cy,0.32,0.002559999300949391,4.3902279712440145e-14
BBH,Cy,0.33,0.002639999233344067,1.3847795915670584e-13
BBH,Cy,0.34,0.002719999161514745,3.655724501424143e-15
BBH,Cy,0.35000000000000003,0.0027999990853334236,1.949791466415717e-14
BBH,Cy,0.36,0.0028799990046721037,2.68186339703162e-14
BBH,Cy,0.37,0.0029599989194027863,1.2451141800640664e-13
BBH,Cy,0.38,0.0030399988293974695,1.032901532295216e-13
BBH,Cy,0.39,0.0031199987345281546,5.526984076587252e-14
BBH,Cy,0.4,0.003199998634666841,2.878859359155623e-14
BBH,Cy,0.41000000000000003,0.0032799985296855317,1.260095711457875e-13
BBH,Cy,0.42,0.003359998419456223,8.398300568425215e-14
BBH,Cy,0.43,0.003439998303850918,4.121209427428417e-14
BBH,Cy,0.44,0.003519998182741615,1.9955125712582093e-13
BBH,Cy,0.45,0.0035999980560003165,2.2733489777867186e-14
BBH,Cy,0.46,0.0036799979234990172,3.835092624565735e-14
BBH,Cy,0.47000000000000003,0.0037599977851097252,2.655579989321975e-14
BBH,Cy,0.48,0.003839997640704434,1.1351688705404298e-13
BBH,Cy,0.49,0.00391999749015515,5.007014963320547e-14
BBH,Cy,0.5,0.003999997333333866,3.5338799994971326e-14
BBH,Cy,0.51,0.004079997170112588,4.593336356154884e-14
BBH,Cy,0.52,0.0041599970003633165,9.648358321439122e-14
BBH,Cy,0.53,0.004239996823958047,1.2574220963949836e-13
BBH,Cy,0.54,0.004319996640768783,1.1120488814136857e-13
BBH,Cy,0.55,0.004399996450667525,1.0319958042783826e-13
BBH,Cy,0.56,0.004479996253526275,4.11884129012981e-14
BBH,Cy,0.5700000000000001,0.004559996049217028,1.7935423637344903e-14
BBH,Cy,0.58,0.004639995837611787,1.2230757990766944e-13
BBH,Cy,0.59,0.0047199956185825535,1.898108427413485e-14
BBH,Cy,0.6,0.004799995392001329,5.5772106832615206e-14
BBH,Cy,0.61,0.004879995157740108,1.345155833847568e-13
BBH,Cy,0.62,0.0049599949156708956,5.399945176708418e-14
BBH,Cy,0.63,0.005039994665665693,3.2442803298747863e-13
BBH,Cy,0.64,0.005119994407596498,4.9777737184459043e-14
BBH,Cy,0.65,0.005199994141335316,8.544397472321208e-14
BBH,Cy,0.66,0.005279993866754137,5.0752728681258864e-14
BBH,Cy,0.67,0.005359993583724971,8.359862785489613e-14
BBH,Cy,0.68,0.005439993292119816,1.849943697949992e-14
BBH,Cy,0.6900000000000001,0.005519992991810671,4.0690477660626665e-14
BBH,Cy,0.7000000000000001,0.005599992682669537,9.974533064343743e-14
BBH,Cy,0.71,0.005679992364568411,7.662163007123992e-15
BBH,Cy,0.72,0.0057599920373793,7.385960907138077e-14
BBH,Cy,0.73,0.005839991700974204,1.1094614191957095e-13
BBH,Cy,0.74,0.0059199913552251205,1.085276672200288e-13
BBH,Cy,0.75,0.0059999910000040485,3.852909288104472e-14
BBH,Cy,0.76,0.006079990635182995,9.294689942872996e-14
BBH,Cy,0.77,0.006159990260633953,8.671359144240143e-14
BBH,Cy,0.78,0.006239989876228927,5.881349175969571e-14
BBH,Cy,0.79,0.006319989481839918,6.713489299429295e-14
BBH,Cy,0.8,0.006399989077338928,1.3683740681448467e-13
BBH,Cy,0.81,0.0064799886625979495,7.889361422127195e-14
BBH,Cy,0.8200000000000001,0.006559988237488995,2.1989239830134645e-14
BBH,Cy,0.8300000000000001,0.0066399878018840565,2.1411073275924015e-14
BBH,Cy,0.84,0.0067199873556551375,7.655408668673978e-14
BBH,Cy,0.85,0.006799986898674238,1.1311007074363146e-13
BBH,Cy,0.86,0.006879986430813363,9.100709636901934e-15
BBH,Cy,0.87,0.006959985951944506,4.606656862044214e-14
BBH,Cy,0.88,0.007039985461939672,1.9340411195111862e-15
BBH,Cy,0.89,0.007119984960670863,5.83177803630002e-14
BBH,Cy,0.9,0.007199984448010078,9.729182913731334e-15
BBH,Cy,0.91,0.007279983923829317,1.5756496150890876e-13
BBH,Cy,0.92,0.007359983388000582,3.3453429477847383e-13
BBH,Cy,0.93,0.007439982840395876,1.0669572066093808e-13
BBH,Cy,0.9400000000000001,0.0075199822808871926,1.1228323271005548e-13
BBH,Cy,0.9500000000000001,0.007599981709346539,7.707552814545874e-15
BBH,Cy,0.96,0.007679981125645916,1.9081928408257232e-13
BBH,Cy,0.97,0.007759980529657321,7.032848032252829e-14
BBH,Cy,0.98,0.007839979921252758,1.1569897626385255e-13
BBH,Cy,0.99,0.00791997930030423,3.6170619919231196e-14
BBH,Cy,1.0,0.007999978666683732,3.6575503047176636e-14
BBH,Cdiag,0.0,0.0,1.4196960477961724e-20
BBH,Cdiag,0.01,0.001523154454632465,0.0005999917647086157
BBH,Cdiag,0.02,0.0030463079100232463,0.0011999936996394823
BBH,Cdiag,0.03,0.004569459366931737,0.0017999918566325146
BBH,Cdiag,0.04,0.006092607826119498,0.002399984005795131
BBH,Cdiag,0.05,0.0076157522883513185,0.0029999953599647083
BBH,Cdiag,0.06,0.009138891754396318,0.0035999918354231507
BBH,Cdiag,0.07,0.010662025225029006,0.004199976354933224
BBH,Cdiag,0.08,0.01218515170103038,0.004799981118860606
BBH,Cdiag,0.09,0.013708270183188986,0.0053999734865392114
BBH,Cdiag,0.1,0.015231379672302023,0.005999953391497435
BBH,Cdiag,0.11,0.016754479169176394,0.006599947746637975
BBH,Cdiag,0.12,0.018277567674629805,0.007199927402558629
BBH,Cdiag,0.13,0.019800644189491845,0.007799915339909469
BBH,Cdiag,0.14,0.02132370771460507,0.008399892268139898
BBH,Cdiag,0.15,0.022846757250826043,0.008999875918100078
BBH,Cdiag,0.16,0.02436979179902647,0.009599846280072351
BBH,Cdiag,0.17,0.02589281036009426,0.010199818529231809
BBH,Cdiag,0.18,0.02741581193493456,0.010799789569992882
BBH,Cdiag,0.19,0.028938795524470932,0.011399752459399625
BBH,Cdiag,0.2,0.030461760129646333,0.01199970474319512
BBH,Cdiag,0.21,0.03198470475142423,0.01259965799770361
BBH,Cdiag,0.22,0.03350762839078974,0.0131996074236298
BBH,Cdiag,0.23,0.03503053004875059,0.013799561992173384
BBH,Cdiag,0.24,0.03655340872633828,0.014399497218789099
BBH,Cdiag,0.25,0.038076263424609215,0.01499942860615569
BBH,Cdiag,0.26,0.03959909314464559,0.01559936363702931
BBH,Cdiag,0.27,0.04112189688755668,0.01619929002276294
BBH,Cdiag,0.28,0.04264467365447983,0.016799198781217207
BBH,Cdiag,0.29,0.04416742244658152,0.017399118735862956
BBH,Cdiag,0.3,0.04569014226505845,0.017999021588548995
BBH,Cdiag,0.31,0.047212832111138664,0.018598919138161748
BBH,Cdiag,0.32,0.048735490986082576,0.019198814902230268
BBH,Cdiag,0.33,0.05025811789118407,0.019798698805686184
BBH,Cdiag,0.34,0.0517807118277716,0.020398580160925165
BBH,Cdiag,0.35000000000000003,0.05330327179720922,0.02099844826971893
BBH,Cdiag,0.36,0.05482579680089772,0.0215983109101924
BBH,Cdiag,0.37,0.05634828584027567,0.022198167342777488
BBH,Cdiag,0.38,0.05787073791682053,0.022798023864571953
BBH,Cdiag,0.39,0.05939315203204963,0.023397863535424585
BBH,Cdiag,0.4,0.060915527187521426,0.023997690613194282
BBH,Cdiag,0.41000000000000003,0.06243786238483642,0.024597509934847245
BBH,Cdiag,0.42,0.06396015662563834,0.02519733291668772
BBH,Cdiag,0.43,0.0654824089116151,0.02579713113434179
BBH,Cdiag,0.44,0.06700461824450005,0.026396923586423773
BBH,Cdiag,0.45,0.06852678362607291,0.026996713003759127
BBH,Cdiag,0.46,0.07004890405816092,0.02759648782996895
BBH,Cdiag,0.47000000000000003,0.07157097854263987,0.02819625232928015
BBH,Cdiag,0.48,0.07309300608143525,0.02879601766371831
BBH,Cdiag,0.49,0.07461498567652328,0.02939575279428439
BBH,Cdiag,0.5,0.07613691632993191,0.02999549999497654
BBH,Cdiag,0.51,0.07765879704374219,0.030595215773988785
BBH,Cdiag,0.52,0.07918062682008895,0.031194930498581113
BBH,Cdiag,0.53,0.08070240466116212,0.03179464032603115
BBH,Cdiag,0.54,0.08222412956920779,0.0323943244058584
BBH,Cdiag,0.55,0.08374580054652929,0.03299400283409914
BBH,Cdiag,0.56,0.0852674165954881,0.033593668720600926
BBH,Cdiag,0.5700000000000001,0.08678897671850533,0.034193326281506654
BBH,Cdiag,0.58,0.08831047991806219,0.034792970747568076
BBH,Cdiag,0.59,0.08983192519670175,0.035392597532502366
BBH,Cdiag,0.6,0.09135331155702944,0.03599222450386991
BBH,Cdiag,0.61,0.09287463800171449,0.03659182810703378
BBH,Cdiag,0.62,0.09439590353349088,0.03719141344070886
BBH,Cdiag,0.63,0.09591710715515839,0.03779099051515805
BBH,Cdiag,0.64,0.09743824786958374,0.03839055692052888
BBH,Cdiag,0.65,0.09895932467970159,0.0389901054001039
BBH,Cdiag,0.66,0.10048033658851577,0.03958964614930585
BBH,Cdiag,0.67,0.1020012825991002,0.040189169522118574
BBH,Cdiag,0.68,0.1035221617146,0.04078867984852723
BBH,Cdiag,0.6900000000000001,0.10504297293823274,0.041388174689452335
BBH,Cdiag,0.7000000000000001,0.10656371527328914,0.041987643778951575
BBH,Cdiag,0.71,0.10808438772313456,0.04258711105579377
BBH,Cdiag,0.72,0.10960498929120986,0.04318655935716466
BBH,Cdiag,0.73,0.11112551898103248,0.043785991412044055
BBH,Cdiag,0.74,0.11264597579619759,0.04438540800714772
BBH,Cdiag,0.75,0.11416635874037905,0.044984809667853926
BBH,Cdiag,0.76,0.11568666681733072,0.045584189301771966
BBH,Cdiag,0.77,0.11720689903088725,0.04618356178651853
BBH,Cdiag,0.78,0.11872705438496546,0.04678291408202952
BBH,Cdiag,0.79,0.12024713188356498,0.04738224549916743
BBH,Cdiag,0.8,0.12176713053076982,0.047981561556588226
BBH,Cdiag,0.81,0.12328704933074916,0.04858086072065866
BBH,Cdiag,0.8200000000000001,0.12480688728775852,0.049180145758021654
BBH,Cdiag,0.8300000000000001,0.12632664340614072,0.049779411129774444
BBH,Cdiag,0.84,0.1278463166903271,0.05037866478818492
BBH,Cdiag,0.85,0.12936590614483864,0.05097788605180265
BBH,Cdiag,0.86,0.13088541077428678,0.05157709392760019
BBH,Cdiag,0.87,0.13240482958337468,0.05217629367578504
BBH,Cdiag,0.88,0.13392416157689846,0.052775469618974676
BBH,Cdiag,0.89,0.13544340575974778,0.053374623516626536
BBH,Cdiag,0.9,0.13696256113690752,0.053973758537769374
BBH,Cdiag,0.91,0.13848162671345837,0.05457286984230018
BBH,Cdiag,0.92,0.1400006014945782,0.05517196841081533
BBH,Cdiag,0.93,0.14151948448554283,0.055771040444784446
BBH,Cdiag,0.9400000000000001,0.14303827469172778,0.056370102953803326
BBH,Cdiag,0.9500000000000001,0.14455697111860832,0.056969135164123205
BBH,Cdiag,0.96,0.1460755727717614,0.057568154337008626
BBH,Cdiag,0.97,0.14759407865686644,0.05816714046994708
BBH,Cdiag,0.98,0.14911248777970632,0.05876611600802322
BBH,Cdiag,0.99,0.15063079914616856,0.059365065311570944
BBH,Cdiag,1.0,0.15214901176224627,0.05996400031916933
BBH,Canti,0.0,0.0,1.4196960477961724e-20
BBH,Canti,0.01,0.001523154454632465,0.0005999904255326718
BBH,Canti,0.02,0.0030463079100232463,0.0011999995238126983
BBH,Canti,0.03,0.004569459366931737,0.0017999888481644243
BBH,Canti,0.04,0.006092607826119497,0.002399988770419238
BBH,Canti,0.05,0.00761575228835132,0.002999989621648431
BBH,Canti,0.06,0.009138891754396321,0.0035999917014429015
BBH,Canti,0.07,0.010662025225029008,0.0041999817753611566
BBH,Canti,0.08,0.01218515170103038,0.004799981073234552
BBH,Canti,0.09,0.013708270183188986,0.005399967760567466
BBH,Canti,0.1,0.015231379672302021,0.00599995512951524
BBH,Canti,0.11,0.01675447916917639,0.006599951666642243
BBH,Canti,0.12,0.018277567674629805,0.007199930537019282
BBH,Canti,0.13,0.019800644189491852,0.007799920460981359
BBH,Canti,0.14,0.02132370771460507,0.00839989501859813
BBH,Canti,0.15,0.02284675725082604,0.008999878500490385
BBH,Canti,0.16,0.02436979179902647,0.009599849760069425
BBH,Canti,0.17,0.02589281036009426,0.010199822356603131
BBH,Canti,0.18,0.027415811934934562,0.010799784275864909
BBH,Canti,0.19,0.028938795524470935,0.011399752459399625
BBH,Canti,0.2,0.03046176012964633,0.011999702098522174
BBH,Canti,0.21,0.03198470475142424,0.012599662830951541
BBH,Canti,0.22,0.03350762839078974,0.013199607872517847
BBH,Canti,0.23,0.03503053004875059,0.013799561201367477
BBH,Canti,0.24,0.036553408726338284,0.014399494540244867
BBH,Canti,0.25,0.0380762634246092,0.014999428857717892
BBH,Canti,0.26,0.03959909314464557,0.01559936188467251
BBH,Canti,0.27,0.04112189688755668,0.01619929094355052
BBH,Canti,0.28,0.04264467365447983,0.016799209068016522
BBH,Canti,0.29,0.04416742244658152,0.017399118735862956
BBH,Canti,0.3,0.04569014226505845,0.017999027368407874
BBH,Canti,0.31,0.04721283211113867,0.018598918290212523
BBH,Canti,0.32,0.04873549098608257,0.01919881902312669
BBH,Canti,0.33,0.05025811789118405,0.01979869742253932
BBH,Canti,0.34,0.0517807118277716,0.020398575196464656
BBH,Canti,0.35000000000000003,0.05330327179720922,0.02099844936861235
BBH,Canti,0.36,0.05482579680089772,0.021598312652434223
BBH,Canti,0.37,0.05634828584027568,0.022198175869703293
BBH,Canti,0.38,0.057870737916820514,0.022798024072727706
BBH,Canti,0.39,0.05939315203204963,0.02339786084219077
BBH,Canti,0.4,0.060915527187521426,0.023997690613194282
BBH,Canti,0.41000000000000003,0.062437862384836416,0.024597515064249807
BBH,Canti,0.42,0.06396015662563832,0.025197323123170384
BBH,Canti,0.43,0.06548240891161508,0.02579713227537423
BBH,Canti,0.44,0.06700461824450005,0.026396925326518487
BBH,Canti,0.45,0.06852678362607291,0.026996708920633394
BBH,Canti,0.46,0.07004890405816092,0.02759648832477495
BBH,Canti,0.47000000000000003,0.07157097854263987,0.028196256563051882
BBH,Canti,0.48,0.07309300608143524,0.0287960179504107
BBH,Canti,0.49,0.07461498567652328,0.029395755859984316
BBH,Canti,0.5,0.07613691632993191,0.02999549619699982
BBH,Canti,0.51,0.07765879704374219,0.030595213611234455
BBH,Canti,0.52,0.07918062682008895,0.031194937159937937
BBH,Canti,0.53,0.0807024046611621,0.031794635178225755
BBH,Canti,0.54,0.08222412956920777,0.032394321325688834
BBH,Canti,0.55,0.08374580054652929,0.032994002625237114
BBH,Canti,0.56,0.0852674165954881,0.03359367743776472
BBH,Canti,0.5700000000000001,0.08678897671850531,0.03419332420515604
BBH,Canti,0.58,0.08831047991806219,0.03479297552912462
BBH,Canti,0.59,0.08983192519670173,0.035392599089507364
BBH,Canti,0.6,0.09135331155702944,0.035992223731659986
BBH,Canti,0.61,0.0928746380017145,0.03659182094005045
BBH,Canti,0.62,0.09439590353349087,0.03719141344070886
BBH,Canti,0.63,0.09591710715515839,0.03779099793134337
BBH,Canti,0.64,0.09743824786958374,0.03839056237391517
BBH,Canti,0.65,0.0989593246797016,0.03899010239064369
BBH,Canti,0.66,0.10048033658851575,0.03958964445556942
BBH,Canti,0.67,0.10200128259910018,0.04018916409461166
BBH,Canti,0.68,0.1035221617146,0.04078868139011196
BBH,Canti,0.6900000000000001,0.10504297293823274,0.04138816884964296
BBH,Canti,0.7000000000000001,0.10656371527328914,0.041987643778951575
BBH,Canti,0.71,0.10808438772313456,0.04258711016696162
BBH,Canti,0.72,0.10960498929120986,0.04318655935716466
BBH,Canti,0.73,0.11112551898103247,0.04378598708109353
BBH,Canti,0.74,0.11264597579619759,0.04438541058129505
BBH,Canti,0.75,0.11416635874037905,0.04498480561036195
BBH,Canti,0.76,0.11568666681733072,0.04558419809163712
BBH,Canti,0.77,0.11720689903088725,0.04618356152753121
BBH,Canti,0.78,0.11872705438496547,0.04678291769729777
BBH,Canti,0.79,0.12024713188356498,0.047382246321412316
BBH,Canti,0.8,0.1217671305307698,0.04798156496772354
BBH,Canti,0.81,0.12328704933074916,0.04858086269499932
BBH,Canti,0.8200000000000001,0.1248068872877585,0.04918014644077246
BBH,Canti,0.8300000000000001,0.1263266434061407,0.04977941022964146
BBH,Canti,0.84,0.1278463166903271,0.05037866412249488
BBH,Canti,0.85,0.12936590614483864,0.05097788351597607
BBH,Canti,0.86,0.13088541077428678,0.05157709594393928
BBH,Canti,0.87,0.13240482958337468,0.05217629321487746
BBH,Canti,0.88,0.13392416157689846,0.052775468578865635
BBH,Canti,0.89,0.13544340575974778,0.053374616326898605
BBH,Canti,0.9,0.13696256113690755,0.053973759437799224
BBH,Canti,0.91,0.13848162671345837,0.054572872028564576
BBH,Canti,0.92,0.1400006014945782,0.05517196968047928
BBH,Canti,0.93,0.14151948448554286,0.0557710393400607
BBH,Canti,0.9400000000000001,0.14303827469172778,0.056370091697717555
BBH,Canti,0.9500000000000001,0.14455697111860832,0.05696913551988175
BBH,Canti,0.96,0.14607557277176142,0.05756815268951791
BBH,Canti,0.97,0.14759407865686644,0.058167147297525694
BBH,Canti,0.98,0.14911248777970634,0.058766120885255325
BBH,Canti,0.99,0.1506307991461686,0.05936506726095112
BBH,Canti,1.0,0.15214901176224627,0.05996400548152936
